Origin,OriginState,Dest,DestState,CRSDepTime,CRSElapsedTime,Marketing_Airline_Network
BOS,MA,PHX,AZ,1251,335.0,AA
MIA,FL,ORD,IL,1530,203.0,AA
DFW,TX,AUS,TX,1605,62.0,AA
DFW,TX,JAX,FL,732,150.0,AA
JAX,FL,DFW,TX,1152,160.0,AA
PHL,PA,DEN,CO,1947,243.0,AA
DFW,TX,AUS,TX,1045,74.0,AA
DEN,CO,DFW,TX,620,120.0,AA
ABQ,NM,PHX,AZ,706,82.0,AA
SEA,WA,ORD,IL,600,248.0,AA
ORF,VA,CLT,NC,515,85.0,AA
CLT,NC,AVP,PA,2045,104.0,AA
MIA,FL,BOS,MA,1751,203.0,AA
SFO,CA,JFK,NY,1335,343.0,AA
CLT,NC,ALB,NY,2039,117.0,AA
PHL,PA,PWM,ME,2049,84.0,AA
AUS,TX,PHX,AZ,1204,149.0,AA
AUS,TX,CLT,NC,1523,171.0,AA
CLT,NC,MYR,SC,2054,61.0,AA
PHX,AZ,ABQ,NM,2057,74.0,AA
RDU,NC,MIA,FL,847,129.0,AA
PHX,AZ,OKC,OK,900,144.0,AA
TUL,OK,DFW,TX,500,78.0,AA
AUS,TX,JFK,NY,1408,240.0,AA
OKC,OK,PHX,AZ,1501,145.0,AA
CLT,NC,RSW,FL,911,113.0,AA
RSW,FL,CLT,NC,1156,119.0,AA
PHX,AZ,SLC,UT,1231,96.0,AA
MCI,MO,DFW,TX,600,100.0,AA
BDL,CT,CLT,NC,1011,126.0,AA
CLT,NC,BDL,CT,719,115.0,AA
BNA,TN,DFW,TX,1551,121.0,AA
DFW,TX,BNA,TN,1300,116.0,AA
ORD,IL,TPA,FL,1159,156.0,AA
TPA,FL,ORD,IL,1626,178.0,AA
BNA,TN,DFW,TX,1005,121.0,AA
DFW,TX,BNA,TN,715,120.0,AA
LGA,NY,DFW,TX,1915,226.0,AA
ORD,IL,DFW,TX,1059,150.0,AA
ELP,TX,DFW,TX,730,113.0,AA
DTW,MI,DFW,TX,530,167.0,AA
ORD,IL,DFW,TX,1201,148.0,AA
PHX,AZ,MEM,TN,1601,191.0,AA
PHX,AZ,DFW,TX,615,155.0,AA
MIA,FL,EWR,NJ,1934,192.0,AA
LAX,CA,MIA,FL,800,328.0,AA
RDU,NC,PHL,PA,759,85.0,AA
ONT,CA,DFW,TX,42,183.0,AA
BNA,TN,DFW,TX,1154,121.0,AA
DFW,TX,BNA,TN,905,118.0,AA
PIT,PA,CLT,NC,701,88.0,AA
CLT,NC,AVL,NC,1831,51.0,AA
DFW,TX,RIC,VA,1914,180.0,AA
BOS,MA,DFW,TX,1814,251.0,AA
DFW,TX,BOS,MA,1234,230.0,AA
BNA,TN,MIA,FL,705,138.0,AA
DFW,TX,JAC,WY,1058,179.0,AA
CLT,NC,ORF,VA,1646,75.0,AA
LAX,CA,CLT,NC,726,298.0,AA
PHX,AZ,MIA,FL,1225,274.0,AA
ORD,IL,CLT,NC,1031,119.0,AA
ATL,GA,MIA,FL,551,119.0,AA
PHX,AZ,MSY,LA,1234,190.0,AA
MIA,FL,CLT,NC,809,128.0,AA
BOS,MA,MIA,FL,1030,220.0,AA
DCA,VA,DFW,TX,1859,196.0,AA
DFW,TX,PHX,AZ,2126,150.0,AA
PHX,AZ,LAX,CA,1129,89.0,AA
SBP,CA,DFW,TX,600,208.0,AA
BOS,MA,DFW,TX,1632,253.0,AA
DFW,TX,BOS,MA,1046,236.0,AA
OKC,OK,DFW,TX,500,64.0,AA
ORD,IL,DCA,VA,1204,109.0,AA
MIA,FL,LAS,NV,2102,309.0,AA
DCA,VA,MSY,LA,1521,174.0,AA
MSY,LA,DCA,VA,1755,155.0,AA
PHL,PA,PIT,PA,1410,74.0,AA
PIT,PA,PHL,PA,1608,69.0,AA
DCA,VA,TPA,FL,826,144.0,AA
TPA,FL,DCA,VA,1138,141.0,AA
PHL,PA,FLL,FL,1842,177.0,AA
LAS,NV,MIA,FL,1154,303.0,AA
PHX,AZ,ORD,IL,2359,214.0,AA
SMF,CA,PHX,AZ,600,117.0,AA
DFW,TX,PIT,PA,1426,165.0,AA
PIT,PA,DFW,TX,1901,174.0,AA
DFW,TX,LAS,NV,1500,166.0,AA
LAS,NV,DFW,TX,1636,172.0,AA
EWR,NJ,ORD,IL,1055,157.0,AA
ORD,IL,LAS,NV,715,231.0,AA
PHL,PA,BOS,MA,2059,86.0,AA
LAS,NV,DCA,VA,1312,287.0,AA
CLT,NC,PVD,RI,1215,118.0,AA
PVD,RI,CLT,NC,1503,131.0,AA
DFW,TX,EWR,NJ,1425,211.0,AA
CLT,NC,MCO,FL,2015,102.0,AA
DFW,TX,PHX,AZ,1425,151.0,AA
PHL,PA,LAS,NV,1600,313.0,AA
PHX,AZ,DFW,TX,843,162.0,AA
DFW,TX,RDU,NC,1459,168.0,AA
RDU,NC,DFW,TX,1937,183.0,AA
LAS,NV,LAX,CA,1010,78.0,AA
LAX,CA,LAS,NV,803,77.0,AA
DFW,TX,LAS,NV,712,173.0,AA
LAS,NV,DFW,TX,855,168.0,AA
RDU,NC,MIA,FL,1830,129.0,AA
BOI,ID,DFW,TX,612,189.0,AA
CLT,NC,LGA,NY,1808,112.0,AA
CLT,NC,RDU,NC,1615,59.0,AA
RDU,NC,CLT,NC,1805,65.0,AA
CLT,NC,RDU,NC,933,57.0,AA
RDU,NC,CLT,NC,1124,65.0,AA
MCO,FL,CLT,NC,628,106.0,AA
CLT,NC,RDU,NC,1300,56.0,AA
RDU,NC,CLT,NC,1446,65.0,AA
DFW,TX,SBP,CA,1020,207.0,AA
DFW,TX,SAT,TX,1246,74.0,AA
DFW,TX,OKC,OK,848,71.0,AA
OKC,OK,DFW,TX,1055,64.0,AA
CLT,NC,RDU,NC,1833,56.0,AA
PHX,AZ,ORD,IL,643,217.0,AA
CLT,NC,RDU,NC,725,60.0,AA
RDU,NC,CLT,NC,915,64.0,AA
DSM,IA,PHX,AZ,1813,181.0,AA
LAS,NV,DFW,TX,800,168.0,AA
LAS,NV,ORD,IL,2334,224.0,AA
RIC,VA,CLT,NC,640,78.0,AA
CLT,NC,ORF,VA,711,71.0,AA
ORF,VA,CLT,NC,908,87.0,AA
DFW,TX,ORF,VA,1425,180.0,AA
ORF,VA,DFW,TX,1915,194.0,AA
DFW,TX,RIC,VA,1102,185.0,AA
RIC,VA,DFW,TX,1557,189.0,AA
LGA,NY,PIT,PA,920,93.0,AA
PIT,PA,LGA,NY,1138,81.0,AA
LAS,NV,MIA,FL,2315,303.0,AA
CLT,NC,ROC,NY,939,107.0,AA
ROC,NY,CLT,NC,1208,112.0,AA
PHL,PA,ORD,IL,1042,146.0,AA
MIA,FL,TPA,FL,2053,67.0,AA
ORD,IL,PIT,PA,1331,85.0,AA
PIT,PA,ORD,IL,1640,98.0,AA
DFW,TX,RNO,NV,1222,201.0,AA
RNO,NV,DFW,TX,1433,199.0,AA
LAX,CA,LAS,NV,1228,70.0,AA
CLT,NC,CHS,SC,2051,65.0,AA
CLT,NC,LAS,NV,725,277.0,AA
LAS,NV,CLT,NC,952,271.0,AA
BNA,TN,CLT,NC,603,86.0,AA
ORD,IL,RSW,FL,956,171.0,AA
RSW,FL,ORD,IL,1439,193.0,AA
BNA,TN,LGA,NY,740,139.0,AA
LGA,NY,RDU,NC,1829,106.0,AA
CLT,NC,MIA,FL,544,126.0,AA
MIA,FL,CLT,NC,930,127.0,AA
ORD,IL,PIT,PA,835,86.0,AA
PIT,PA,ORD,IL,1151,100.0,AA
ORD,IL,LAX,CA,950,258.0,AA
SAN,CA,DFW,TX,1425,191.0,AA
MEM,TN,DFW,TX,557,99.0,AA
ORD,IL,PHL,PA,1840,125.0,AA
CLT,NC,LGA,NY,2037,113.0,AA
CLT,NC,MSY,LA,2040,119.0,AA
TPA,FL,DCA,VA,1850,142.0,AA
OGG,HI,PHX,AZ,2235,349.0,AA
CLT,NC,RIC,VA,2045,75.0,AA
SAN,CA,DFW,TX,830,192.0,AA
DFW,TX,SAN,CA,1653,177.0,AA
SAN,CA,PHX,AZ,1018,87.0,AA
PHX,AZ,SAN,CA,1707,73.0,AA
OKC,OK,CLT,NC,625,154.0,AA
DFW,TX,LAX,CA,830,197.0,AA
CLT,NC,SAN,CA,715,285.0,AA
SAN,CA,DFW,TX,1241,189.0,AA
PDX,OR,DFW,TX,2359,225.0,AA
DFW,TX,SAT,TX,1031,75.0,AA
SAT,TX,DFW,TX,1239,76.0,AA
CMH,OH,PHX,AZ,622,252.0,AA
LAX,CA,MIA,FL,1200,319.0,AA
SFO,CA,CLT,NC,700,304.0,AA
DFW,TX,SAT,TX,1448,67.0,AA
SAT,TX,DFW,TX,1649,76.0,AA
DFW,TX,SAT,TX,717,73.0,AA
SAT,TX,DFW,TX,920,77.0,AA
CLT,NC,LAX,CA,1100,299.0,AA
PHX,AZ,MIA,FL,840,285.0,AA
CLT,NC,LAX,CA,725,302.0,AA
CVG,KY,DFW,TX,600,150.0,AA
MCO,FL,MIA,FL,1247,72.0,AA
PHX,AZ,DSM,IA,1237,168.0,AA
JAX,FL,CLT,NC,630,83.0,AA
LAX,CA,DFW,TX,1232,193.0,AA
BDL,CT,CLT,NC,802,126.0,AA
CLT,NC,LAX,CA,922,305.0,AA
CLT,NC,SAT,TX,712,171.0,AA
SAT,TX,CLT,NC,958,176.0,AA
CLT,NC,BOS,MA,1847,133.0,AA
MCO,FL,PHL,PA,1025,150.0,AA
PHL,PA,MCO,FL,700,155.0,AA
LAX,CA,DFW,TX,830,209.0,AA
SBA,CA,DFW,TX,1231,199.0,AA
FLL,FL,CLT,NC,624,126.0,AA
MIA,FL,PHX,AZ,705,282.0,AA
DCA,VA,PIT,PA,1745,65.0,AA
PIT,PA,DCA,VA,1941,64.0,AA
ORD,IL,LAX,CA,1315,261.0,AA
LGA,NY,DCA,VA,600,82.0,AA
PHL,PA,EYW,FL,1052,188.0,AA
CLT,NC,TPA,FL,740,101.0,AA
TPA,FL,CLT,NC,1011,109.0,AA
MIA,FL,LAX,CA,705,329.0,AA
DFW,TX,SEA,WA,1229,254.0,AA
MSY,LA,MIA,FL,700,125.0,AA
LAX,CA,DFW,TX,917,212.0,AA
DFW,TX,PHL,PA,1335,195.0,AA
ORD,IL,LAX,CA,820,260.0,AA
MIA,FL,LAX,CA,1730,330.0,AA
CLT,NC,ILM,NC,1810,61.0,AA
PHX,AZ,LAX,CA,2030,87.0,AA
ORD,IL,LAX,CA,2026,258.0,AA
PHL,PA,LAX,CA,1049,341.0,AA
LAX,CA,PHL,PA,2247,315.0,AA
PHL,PA,LAX,CA,1836,346.0,AA
MCI,MO,PHX,AZ,800,169.0,AA
PHX,AZ,DCA,VA,1309,268.0,AA
MIA,FL,MSY,LA,1943,137.0,AA
PHL,PA,LAX,CA,600,341.0,AA
DFW,TX,SEA,WA,1640,253.0,AA
PHL,PA,LAX,CA,904,351.0,AA
IAH,TX,CLT,NC,656,154.0,AA
LAX,CA,DFW,TX,1730,192.0,AA
DFW,TX,TUL,OK,1241,73.0,AA
TUL,OK,DFW,TX,1439,76.0,AA
PHL,PA,PWM,ME,1358,87.0,AA
PWM,ME,PHL,PA,1606,93.0,AA
MCO,FL,PHX,AZ,707,271.0,AA
SFO,CA,PHX,AZ,1234,127.0,AA
LAX,CA,AUS,TX,1810,191.0,AA
MCO,FL,CLT,NC,1350,109.0,AA
IND,IN,DFW,TX,2006,138.0,AA
TPA,FL,CLT,NC,618,108.0,AA
CLE,OH,CLT,NC,822,96.0,AA
CLT,NC,TPA,FL,2015,101.0,AA
DFW,TX,LAX,CA,1700,194.0,AA
LGA,NY,MIA,FL,1815,193.0,AA
MIA,FL,LGA,NY,1416,183.0,AA
MIA,FL,LGA,NY,658,181.0,AA
IND,IN,PHX,AZ,645,225.0,AA
ORD,IL,CLT,NC,1432,118.0,AA
CAE,SC,DFW,TX,1716,157.0,AA
DFW,TX,CAE,SC,1259,147.0,AA
LGA,NY,DFW,TX,1100,228.0,AA
CLT,NC,LGA,NY,2157,108.0,AA
LGA,NY,CLT,NC,1132,127.0,AA
DCA,VA,LGA,NY,1359,79.0,AA
CLT,NC,LGA,NY,951,115.0,AA
LGA,NY,CLT,NC,1300,124.0,AA
LGA,NY,DCA,VA,759,84.0,AA
CLT,NC,LGA,NY,721,114.0,AA
LGA,NY,CLT,NC,1010,125.0,AA
CLT,NC,MEM,TN,916,101.0,AA
MEM,TN,CLT,NC,1050,108.0,AA
JFK,NY,CLT,NC,1859,131.0,AA
ORD,IL,ATL,GA,820,118.0,AA
LGA,NY,RDU,NC,1415,108.0,AA
RDU,NC,LGA,NY,1651,98.0,AA
ORD,IL,LGA,NY,1246,129.0,AA
CLT,NC,ECP,FL,1138,94.0,AA
ECP,FL,CLT,NC,1259,95.0,AA
ORD,IL,RDU,NC,1010,115.0,AA
MIA,FL,SFO,CA,845,362.0,AA
SFO,CA,MIA,FL,1255,343.0,AA
DFW,TX,SJC,CA,856,219.0,AA
SJC,CA,DFW,TX,1127,215.0,AA
CLT,NC,RIC,VA,1326,74.0,AA
RIC,VA,CLT,NC,1530,77.0,AA
PHX,AZ,SMF,CA,2018,120.0,AA
DCA,VA,RDU,NC,1348,69.0,AA
RDU,NC,DCA,VA,1542,71.0,AA
CLT,NC,LGA,NY,1215,110.0,AA
LGA,NY,CLT,NC,1505,127.0,AA
ORD,IL,LGA,NY,1432,129.0,AA
CLT,NC,ORD,IL,1107,128.0,AA
SAT,TX,PHX,AZ,845,140.0,AA
ORD,IL,BZN,MT,1016,193.0,AA
MIA,FL,BOS,MA,1220,206.0,AA
LGA,NY,ORD,IL,2025,164.0,AA
ORD,IL,LGA,NY,720,131.0,AA
CID,IA,DFW,TX,1936,127.0,AA
DFW,TX,CID,IA,1657,117.0,AA
SAT,TX,DFW,TX,1438,74.0,AA
DFW,TX,MCI,MO,1311,94.0,AA
MCI,MO,DFW,TX,1605,99.0,AA
DFW,TX,SLC,UT,1339,160.0,AA
SLC,UT,DFW,TX,930,160.0,AA
CHS,SC,CLT,NC,1251,69.0,AA
CLT,NC,CHS,SC,1102,59.0,AA
CLT,NC,LGA,NY,1435,110.0,AA
JFK,NY,AUS,TX,1729,252.0,AA
DCA,VA,RDU,NC,2220,70.0,AA
AUS,TX,PHL,PA,658,215.0,AA
CLT,NC,SEA,WA,957,341.0,AA
ORD,IL,PHL,PA,816,118.0,AA
PHL,PA,ORD,IL,1214,144.0,AA
ATL,GA,DFW,TX,1122,144.0,AA
DFW,TX,ATL,GA,715,137.0,AA
ORD,IL,ATL,GA,1828,122.0,AA
LAX,CA,AUS,TX,1426,185.0,AA
IND,IN,DFW,TX,600,139.0,AA
BOS,MA,PHX,AZ,1650,336.0,AA
DCA,VA,ORD,IL,1630,131.0,AA
MCO,FL,CLT,NC,514,106.0,AA
BNA,TN,DFW,TX,535,123.0,AA
COS,CO,DFW,TX,615,112.0,AA
JAX,FL,DFW,TX,600,157.0,AA
DFW,TX,IAH,TX,2234,66.0,AA
DFW,TX,MCO,FL,1759,162.0,AA
SAT,TX,DFW,TX,800,75.0,AA
SEA,WA,CLT,NC,2220,302.0,AA
CLT,NC,EWR,NJ,2045,115.0,AA
MIA,FL,RIC,VA,2059,143.0,AA
LAX,CA,PHL,PA,2359,318.0,AA
CLT,NC,BNA,TN,2010,81.0,AA
SFO,CA,CLT,NC,535,304.0,AA
LAS,NV,PHX,AZ,1901,78.0,AA
PHX,AZ,LAS,NV,1657,73.0,AA
CLT,NC,GSO,NC,2040,55.0,AA
MIA,FL,MCO,FL,2249,72.0,AA
BDL,CT,ORD,IL,717,153.0,AA
DFW,TX,MSP,MN,1951,143.0,AA
SFO,CA,DFW,TX,850,218.0,AA
DFW,TX,MIA,FL,1223,172.0,AA
BNA,TN,PHL,PA,640,122.0,AA
CLT,NC,ATL,GA,2230,72.0,AA
LAX,CA,DFW,TX,620,196.0,AA
ORD,IL,DFW,TX,843,148.0,AA
IND,IN,CLT,NC,620,99.0,AA
LGA,NY,CLT,NC,1917,123.0,AA
LGA,NY,ORD,IL,729,166.0,AA
DFW,TX,DCA,VA,1016,188.0,AA
DFW,TX,LGA,NY,1124,215.0,AA
LGA,NY,DFW,TX,1700,229.0,AA
JFK,NY,ORD,IL,829,180.0,AA
PHL,PA,SFO,CA,1550,359.0,AA
AUS,TX,PHX,AZ,1501,147.0,AA
DCA,VA,PIT,PA,2001,74.0,AA
LGA,NY,ORD,IL,1237,157.0,AA
ORD,IL,LGA,NY,830,132.0,AA
PHX,AZ,EWR,NJ,835,296.0,AA
ORD,IL,PHX,AZ,1753,221.0,AA
LAX,CA,ORD,IL,2359,250.0,AA
BGR,ME,PHL,PA,1602,105.0,AA
PHL,PA,BGR,ME,1344,98.0,AA
JFK,NY,PHX,AZ,1329,324.0,AA
LAX,CA,PHL,PA,900,331.0,AA
LAX,CA,DFW,TX,1630,194.0,AA
DFW,TX,SJC,CA,1159,210.0,AA
SJC,CA,DFW,TX,1420,215.0,AA
MCO,FL,PHL,PA,2007,150.0,AA
LAX,CA,CLT,NC,853,305.0,AA
ORD,IL,PHX,AZ,845,222.0,AA
ORD,IL,DFW,TX,1320,150.0,AA
ORD,IL,PHL,PA,1452,118.0,AA
MIA,FL,TPA,FL,1626,66.0,AA
CLT,NC,RIC,VA,1613,74.0,AA
RIC,VA,CLT,NC,1817,83.0,AA
DFW,TX,MFE,TX,1702,91.0,AA
SLC,UT,DFW,TX,1211,162.0,AA
PHX,AZ,SFO,CA,1028,127.0,AA
LGA,NY,DFW,TX,1400,235.0,AA
PBI,FL,CLT,NC,600,115.0,AA
RDU,NC,ORD,IL,658,136.0,AA
BNA,TN,LGA,NY,1423,141.0,AA
LGA,NY,BNA,TN,1217,144.0,AA
CLT,NC,LGA,NY,1315,114.0,AA
PHX,AZ,ORD,IL,1656,214.0,AA
CLT,NC,ORD,IL,1830,130.0,AA
PHL,PA,PHX,AZ,1750,301.0,AA
SEA,WA,PHX,AZ,810,182.0,AA
SMF,CA,PHX,AZ,1748,115.0,AA
DFW,TX,SNA,CA,1242,192.0,AA
SNA,CA,DFW,TX,1444,191.0,AA
MIA,FL,DFW,TX,2015,194.0,AA
PHX,AZ,SBA,CA,1013,97.0,AA
CLT,NC,PHX,AZ,2040,262.0,AA
PHX,AZ,IAH,TX,1626,162.0,AA
IAH,TX,PHX,AZ,700,164.0,AA
AUS,TX,LAX,CA,702,191.0,AA
PHL,PA,SEA,WA,832,368.0,AA
SEA,WA,PHL,PA,1240,306.0,AA
DFW,TX,FSD,SD,1028,133.0,AA
FSD,SD,DFW,TX,1321,133.0,AA
MCO,FL,DFW,TX,839,171.0,AA
SAT,TX,CLT,NC,805,177.0,AA
CLT,NC,SAV,GA,1831,69.0,AA
DCA,VA,MIA,FL,1155,164.0,AA
MIA,FL,DCA,VA,823,157.0,AA
DFW,TX,MRY,CA,1017,213.0,AA
MRY,CA,DFW,TX,1230,215.0,AA
FSD,SD,DFW,TX,706,133.0,AA
DFW,TX,ORD,IL,1837,145.0,AA
SAV,GA,CLT,NC,645,74.0,AA
LAX,CA,MIA,FL,1323,320.0,AA
MCO,FL,DCA,VA,2006,134.0,AA
LAX,CA,BNA,TN,1636,247.0,AA
LAS,NV,CLT,NC,800,266.0,AA
SNA,CA,PHX,AZ,1014,91.0,AA
LGA,NY,CLT,NC,759,126.0,AA
CLT,NC,DCA,VA,729,90.0,AA
DCA,VA,MSY,LA,821,165.0,AA
MSY,LA,DCA,VA,1047,156.0,AA
PHX,AZ,AUS,TX,1546,147.0,AA
ILM,NC,CLT,NC,504,71.0,AA
MCO,FL,MIA,FL,620,72.0,AA
ORD,IL,CLT,NC,900,125.0,AA
DFW,TX,STL,MO,711,109.0,AA
STL,MO,DFW,TX,950,109.0,AA
DCA,VA,RSW,FL,1223,153.0,AA
CLT,NC,CVG,KY,901,82.0,AA
LGA,NY,STL,MO,1700,163.0,AA
DFW,TX,STL,MO,1535,104.0,AA
ORD,IL,PIT,PA,1851,84.0,AA
DCA,VA,ORD,IL,615,131.0,AA
SFO,CA,DFW,TX,750,213.0,AA
CLT,NC,TPA,FL,1500,100.0,AA
TPA,FL,CLT,NC,1731,108.0,AA
TPA,FL,PHL,PA,1022,153.0,AA
CLT,NC,VPS,FL,1715,99.0,AA
IAD,VA,CLT,NC,509,86.0,AA
CLT,NC,CVG,KY,1342,82.0,AA
CVG,KY,CLT,NC,1659,91.0,AA
CLT,NC,MSN,WI,2035,129.0,AA
CLT,NC,TPA,FL,1310,101.0,AA
TPA,FL,CLT,NC,1542,108.0,AA
DFW,TX,LGA,NY,1019,220.0,AA
LGA,NY,DFW,TX,1600,229.0,AA
DFW,TX,CLT,NC,1604,154.0,AA
ORD,IL,TPA,FL,840,159.0,AA
TPA,FL,ORD,IL,1312,177.0,AA
STL,MO,PHX,AZ,623,199.0,AA
ORD,IL,PHX,AZ,710,222.0,AA
AUS,TX,CLT,NC,1006,171.0,AA
DFW,TX,TUS,AZ,1105,145.0,AA
TUS,AZ,DFW,TX,1220,140.0,AA
CHS,SC,PHL,PA,800,108.0,AA
BNA,TN,CLT,NC,900,83.0,AA
CLT,NC,BNA,TN,745,80.0,AA
MIA,FL,SFO,CA,1833,357.0,AA
CLT,NC,SAT,TX,1459,172.0,AA
CLT,NC,SAN,CA,1140,288.0,AA
PHL,PA,STL,MO,1859,156.0,AA
CLT,NC,STL,MO,1817,114.0,AA
TPA,FL,PHX,AZ,615,255.0,AA
BZN,MT,ORD,IL,1524,183.0,AA
DFW,TX,MSO,MT,1939,198.0,AA
GSO,NC,CLT,NC,700,54.0,AA
DFW,TX,CLT,NC,500,150.0,AA
BOI,ID,DFW,TX,1340,190.0,AA
DFW,TX,BOI,ID,1028,202.0,AA
JAX,FL,DCA,VA,1907,111.0,AA
PHL,PA,JAX,FL,1552,132.0,AA
CLT,NC,LAX,CA,1631,301.0,AA
CLT,NC,MEM,TN,2057,106.0,AA
CLT,NC,BOS,MA,1015,131.0,AA
DFW,TX,TPA,FL,1906,156.0,AA
PWM,ME,PHL,PA,600,93.0,AA
SEA,WA,ORD,IL,2347,247.0,AA
MSP,MN,DFW,TX,500,152.0,AA
DFW,TX,MIA,FL,601,177.0,AA
JAX,FL,PHL,PA,1745,124.0,AA
AUS,TX,MCO,FL,1814,166.0,AA
MCO,FL,AUS,TX,1120,168.0,AA
CLT,NC,SAT,TX,2010,172.0,AA
DFW,TX,FCA,MT,1137,212.0,AA
CLT,NC,DSM,IA,1135,145.0,AA
DSM,IA,CLT,NC,1350,139.0,AA
SAN,CA,MIA,FL,2115,307.0,AA
BFL,CA,DFW,TX,520,195.0,AA
ORD,IL,PHL,PA,500,117.0,AA
RSW,FL,DCA,VA,1539,143.0,AA
PHL,PA,LAS,NV,829,322.0,AA
MIA,FL,JFK,NY,2110,197.0,AA
SAN,CA,PHL,PA,622,329.0,AA
ORD,IL,CLT,NC,2034,123.0,AA
DFW,TX,TPA,FL,920,150.0,AA
DFW,TX,LAX,CA,930,192.0,AA
LAX,CA,DFW,TX,1331,194.0,AA
MEM,TN,DFW,TX,1530,98.0,AA
STL,MO,MIA,FL,515,168.0,AA
CLT,NC,LAS,NV,2027,275.0,AA
IAH,TX,PHX,AZ,1424,177.0,AA
PHX,AZ,IAH,TX,848,171.0,AA
CLT,NC,MCO,FL,800,101.0,AA
MCO,FL,CLT,NC,1031,108.0,AA
RDU,NC,DCA,VA,615,70.0,AA
DCA,VA,PWM,ME,2213,96.0,AA
MIA,FL,PHL,PA,700,167.0,AA
AVL,NC,CLT,NC,650,59.0,AA
AUS,TX,CLT,NC,724,171.0,AA
RDU,NC,LGA,NY,1915,98.0,AA
LAX,CA,SAT,TX,1815,173.0,AA
FLL,FL,PHL,PA,1201,169.0,AA
DCA,VA,BNA,TN,1852,109.0,AA
BOS,MA,DFW,TX,915,253.0,AA
PIT,PA,ORD,IL,630,100.0,AA
IAH,TX,ORD,IL,1652,163.0,AA
ORD,IL,IAH,TX,1320,161.0,AA
BOS,MA,MIA,FL,1800,213.0,AA
MIA,FL,LGA,NY,1930,196.0,AA
ORD,IL,DCA,VA,1331,113.0,AA
DFW,TX,SFO,CA,1656,220.0,AA
CLT,NC,RSW,FL,1851,114.0,AA
DCA,VA,DFW,TX,1338,195.0,AA
DFW,TX,DCA,VA,833,190.0,AA
DCA,VA,MIA,FL,630,161.0,AA
ORD,IL,SNA,CA,1724,255.0,AA
SBP,CA,DFW,TX,1227,208.0,AA
MEM,TN,PHX,AZ,757,199.0,AA
BWI,MD,MIA,FL,603,167.0,AA
CHS,SC,CLT,NC,510,62.0,AA
BOS,MA,PHL,PA,813,96.0,AA
DFW,TX,AUS,TX,1330,62.0,AA
LGA,NY,DCA,VA,1700,80.0,AA
MIA,FL,DFW,TX,901,190.0,AA
CLT,NC,PIT,PA,1636,85.0,AA
CLT,NC,RIC,VA,1803,71.0,AA
MIA,FL,MCO,FL,2021,73.0,AA
DCA,VA,CLT,NC,1923,87.0,AA
CLE,OH,MIA,FL,615,172.0,AA
EWR,NJ,MIA,FL,500,188.0,AA
PIT,PA,MIA,FL,600,164.0,AA
SFO,CA,DFW,TX,600,213.0,AA
MIA,FL,JFK,NY,847,193.0,AA
MIA,FL,PIT,PA,2005,173.0,AA
DFW,TX,VPS,FL,2122,129.0,AA
BOS,MA,AUS,TX,1326,265.0,AA
BUF,NY,CLT,NC,1020,109.0,AA
CLT,NC,BUF,NY,745,103.0,AA
DFW,TX,AUS,TX,2245,65.0,AA
DFW,TX,TUS,AZ,1955,132.0,AA
BUR,CA,DFW,TX,1301,200.0,AA
DFW,TX,BUR,CA,1051,199.0,AA
DFW,TX,ORD,IL,715,151.0,AA
BWI,MD,DFW,TX,1922,200.0,AA
DFW,TX,BWI,MD,1428,184.0,AA
SLC,UT,DFW,TX,742,161.0,AA
CLT,NC,EWR,NJ,1430,112.0,AA
EWR,NJ,CLT,NC,1712,132.0,AA
DFW,TX,DEN,CO,1851,125.0,AA
DCA,VA,PHX,AZ,1050,287.0,AA
MIA,FL,DFW,TX,2115,198.0,AA
PBI,FL,DFW,TX,705,184.0,AA
MIA,FL,IND,IN,2100,169.0,AA
BWI,MD,CLT,NC,1025,91.0,AA
CLT,NC,BWI,MD,736,88.0,AA
PHX,AZ,ATL,GA,1658,229.0,AA
CLT,NC,RIC,VA,900,72.0,AA
RIC,VA,CLT,NC,1107,83.0,AA
MIA,FL,DFW,TX,525,187.0,AA
DFW,TX,SNA,CA,1753,186.0,AA
DFW,TX,CLE,OH,1912,167.0,AA
CLE,OH,DFW,TX,700,170.0,AA
ATL,GA,PHX,AZ,807,236.0,AA
CLT,NC,SDF,KY,2039,86.0,AA
DFW,TX,AUS,TX,712,70.0,AA
SMF,CA,DFW,TX,715,204.0,AA
DFW,TX,MKE,WI,2111,139.0,AA
SYR,NY,CLT,NC,614,120.0,AA
CLT,NC,SYR,NY,2058,114.0,AA
EGE,CO,DFW,TX,822,132.0,AA
ORD,IL,BDL,CT,1331,126.0,AA
LAS,NV,LAX,CA,1755,76.0,AA
DFW,TX,SEA,WA,1852,253.0,AA
MIA,FL,JFK,NY,1214,191.0,AA
AUS,TX,ORD,IL,601,169.0,AA
SAN,CA,ORD,IL,2246,254.0,AA
DFW,TX,EGE,CO,1741,131.0,AA
MIA,FL,LAX,CA,1001,329.0,AA
LGA,NY,MIA,FL,600,192.0,AA
DCA,VA,LAS,NV,759,304.0,AA
DFW,TX,SMF,CA,1759,211.0,AA
DCA,VA,LGA,NY,1157,78.0,AA
MCI,MO,MIA,FL,511,189.0,AA
MIA,FL,BDL,CT,2115,196.0,AA
BZN,MT,DFW,TX,1320,181.0,AA
BOS,MA,MIA,FL,710,214.0,AA
CLE,OH,DFW,TX,1518,170.0,AA
